1.611569348,0.693328307,-0.05980292,,-0.035660651,0.045861238,-0.003495624,,1.670880111,0.663831293,-0.05713609,,55,245,528,,-1.602704091,-0.691900208,0.068986959
-1.603355321,1.613598585,1.050668828,,0.985845716,0.975348821,0.985494384,,-1.590202853,1.607360683,1.069680832,,945,59,146,,1.593714478,-1.567490864,-1.055930431
-1.717004249,-2.201696267,0.560279725,,,,,,-1.705483496,-2.304362765,0.572073629,,959,989,282,,1.733538504,2.273434651,-0.57839125
-1.835912849,0.105671002,0.887857274,,,,,,-1.826099327,0.061321409,0.904472834,,966,463,183,,1.818419763,-0.094137414,-0.905878812
-1.683687425,-0.101220569,-0.62373232,,,,,,-1.671688326,-0.150799185,-0.629366038,,958,552,749,,1.72238389,0.129452005,0.669776933
-0.944087849,-0.247135478,0.080595491,,,,,,-0.921469945,-0.30040198,0.085328863,,803,615,471,,0.850584865,0.291067102,-0.074013052
0.334766337,0.270772363,0.53827482,,,,,,0.375745395,0.230595577,0.549744831,,365,401,295,,-0.346456061,-0.252053127,-0.540285727
1.436824443,1.589412218,-0.123704523,,,,,,1.493626306,1.582563025,-0.121978269,,74,61,559,,-1.450209883,-1.550589875,0.147167262
0.840111037,0.910272907,1.48497167,,,,,,0.888345584,0.886258999,1.510376233,,200,183,56,,-0.843408535,-0.905878812,-1.593714478
-0.090569737,-0.379673393,0.663868009,,,,,,-0.055697443,-0.436289687,0.677186642,,508,680,241,,0.01880082,0.466301088,-0.704695102
-0.888672688,2.163132269,-0.403293548,,,,,,-0.865259161,2.170783401,-0.4056826,,793,14,676,,0.815126333,-2.211517809,0.455151847
0.65657475,1.449372575,-0.329875917,,,,,,0.702174174,1.438983989,-0.331184326,,253,83,653,,-0.666643306,-1.388450197,0.392078788
0.048179502,0.77938177,-0.949279276,,,,,,0.085043888,0.75205969,-0.959704761,,462,224,830,,-0.096655475,-0.760425978,0.952191246
-1.564687303,-1.811805165,-1.44897321,,,,,,-1.550979659,-1.904617471,-1.466753753,,939,974,936,,1.542302919,1.934920925,1.518057119
-0.374299955,0.198023924,-0.165999942,,,,,,-0.343501319,0.156008479,-0.16489624,,629,426,578,,0.327883169,-0.187842651,0.195501964
-1.317022946,0.808305087,0.232854624,,,,,,-1.29975946,0.781714021,0.239829117,,900,216,404,,1.27870772,-0.787481592,-0.244298042
-0.263848099,-0.513138687,-0.383858213,,,,,,-0.231463651,-0.573128212,-0.385961194,,591,731,670,,0.228831349,0.614325886,0.438532936
-0.380641821,0.172508906,0.380666985,,,,,,-0.349934238,0.129848589,0.389817147,,634,436,354,,0.341137595,-0.162388406,-0.375888218
-0.738947675,0.819860465,0.157177814,,,,,,-0.713384471,0.793561452,0.163038411,,747,214,436,,0.663516212,-0.794335745,-0.162388406
1.466058086,0.449381065,0.062264053,,,,,,1.523279671,0.413718475,0.066727602,,68,328,481,,-1.49467225,-0.446826965,-0.048898731
-1.021239147,-0.123008193,-1.297047108,,,,,,-0.999728944,-0.173137474,-1.312591431,,827,563,908,,0.940424227,0.157310685,1.3255162
1.884543649,-1.362419011,-1.022716225,,,,,,1.947773642,-1.443873433,-1.034222638,,30,925,847,,-1.888193337,1.436008228,1.021537187
0.048522347,-0.755882223,0.990331099,,,,,,0.085391655,-0.822006901,1.008454985,,461,792,159,,-0.099174149,0.81163692,-1.000641829
-0.857120567,-0.884786422,-0.380235156,,,,,,-0.833254031,-0.954169053,-0.382284809,,785,841,668,,0.787481592,0.996514964,0.433020331
0.542948276,-1.36717103,0.76169067,,,,,,0.586916308,-1.448745555,0.776449168,,279,927,217,,-0.587303338,1.450209883,-0.784068359
